단어,개수
입장하고,1
있습니다셀트리온그룹은,1
선임합니다서,1
때문입니다셀트리온은,1
조억원의,1
,1
줄었습니다성장,1
정체를,2
타개할,2
방법으로는,1
개척이,1
있습니다앵커해외시장,1
개척은,1
거론,1
있나요기자가장,1
쏠리는,1
인수합병입니다미국,1
팔겠다고,1
내놨는데요년부터,1
생산해온,1
회사입니다셀트리온은,1
공시했습니다목적은,1
확보입니다거래규모는,1
조천억원,1
대에,1
전망인데,1
기록입니다셀트리온그룹,1
조억원,2
유동자산을,1
있습니다입찰,1
거론됩니다올해는,1
시기이기도,1
합니다오늘,1
관심입니다앵커사,1
있나요,1
반대가,1
않았습니까기자그렇습니다,1
숙원사업입니다사가,1
합병할,2
조원,2
바이오사로,2
있습니다그러려면,1
이상의,1
동의를,3
하는데요셀트리온,1
,1
제약은,1
,1
입니다특히,1
소액주주가,1
반대한,1
논의는,2
멈춰,2
상태입니다서,1
관측됩니다지금까지,1
전해드렸습니다,1
서준석,1
사내이사이사회,1
셀트리온셀트리온,3
헬스케어셀트리온제약,3
서,1
복귀하기로,1
선임된다발로,1
뉴스,1
오장환,1
사진뉴스파이낸셜뉴스,1
차남이자,3
서준석씨가,1
여만에,2
서씨의,13
가족,2
서씨와,2
되질,3
않는다며,3
실종신고가,5
마포경찰서는,3
목격장소인,2
연수경찰서는,2
이첩,3
위치추적을,4
수사를,2
같은날,2
서씨가,7
알려왔다,1
이사실종신고,1
분만에,1
서씨는,7
불안증상을,2
소재를,2
단순실종으로,4
종결처리했다,1
출신으로,1
수행,1
경영상,1
복귀결정을,1
선임된다,1
범죄,2
관련특이사항이,3
처리했다라고,1
셀트리온차남,1
서준석,1
요약일,1
사내이사이사회의장으로,1
합병시점,1
미국사업진출,1
월일,1
의원회관에서,1
코로나,2
임상결과,1
토론회에서,1
공동취재사진,1
,1
숙원과제인,1
언제계열사,1
숙원,1
과제다,3
계획했던,1
셀트리온헬스케어홀딩스의,2
단일지주사,1
들어서면서,1
밑그림을,2
그렸다,1
구조로,3
인해,1
추진이,1
지연되다가,1
결론,2
일단락,1
시점도,1
계열사,1
절실하다고,1
사활미국,1
발휘해야,1
현안으로,1
바이오시밀러바이오의약품의,3
유플라이마와,2
램시마는,1
쏟는,1
분야다이,1
조원,1
완제를,1
해외제조소가,1
실사에서,2
지적받아,1
지연되고,1
계획월대로,1
안착하는,1
있다차세대,1
의,5
예고시너지를,1
낼만한,1
에도,1
이어와,1
위탁생산,1
의료기기,1
매출원,1
살피고,1
다케다의,1
아시아태평양,1
프라이머리,1
케어,1
인수하며,1
매출원을,1
확대한,1
재선임,1
경영지원부문장의,1
안건도,2
심의의결한다,1
건도,1
심의한다,1
만에,1
불러경찰,1
범죄,1
특이사항,1
없어단순실종,1
사진매일경제,1
알려졌습니다,1
오늘일,1
서,1
씨와,1
접수했습니다,1
여만인,1
분쯤,1
알렸습니다,1
확인했습니다당시,1
전해졌습니다,1
이송,1
종결됐습니다,1
범죄,1
처리했다고,1
중입니다,1
실종신고된,1
자진신고로,1
드러났다,1
서씨,3
가족들은,1
서씨와,1
마지막으로,1
목격된,1
연수구의,1
위치추적으로,1
일대에,1
확인했고,1
공동대응을,1
분께,2
인근의,1
전화해,1
신고했다,1
출동한,1
증세를,1
받길,1
원해,1
이송했다,1
확인,1
단순실종으로,1
종결했다,1
별다른,1
신원을,1
마무리했다고,1
실종신고,1
차남이다일,1
김강립,1
식품의약품안전처장이,1
렉키로나주,1
왼쪽은,1
사진사진공동취재단이에,1
확인했다이후,1
논현서에,2
걸어왔다서씨는,1
전화로,1
알렸으며,1
병원치료를,1
희망한,1
소재가,3
종결처리했다서씨는,1
이사인,2
서준석씨에,2
접수된,2
확인됐다일,1
신고한,1
파악됐다서울,1
당일인,1
옮겨졌다경찰은,1
파악됨에,1
단순,1
실종으로,1
처리했다경찰,1
자세한,1
범죄와,1
연루된,1
파악했다고,1
불안증상,1
호소하며,1
희망연수경찰서,1
종결처리서정진,1
알려졌다일,1
가족으로부터,1
아시아경제서울,1
목격,1
장소인,1
확인했다이어,1
신고했다현장,1
출동,1
희망했고,1
종결처리했다경찰,1
처리했다고,1
사진,1
제공셀트리온서정진,1
억원을,2
입주를,2
승인받는,1
제공장은,2
상업생산이,1
단백질과만,1
활용한다,1
가령,1
암세포,2
매달아,1
식이다,1
지점에만,1
전달되기,1
최소화할,1
투입량을,1
줄이면서도,1
적용하는,1
시도도,1
기대된다셀트리온은,1
곳에,1
결성한,1
펀드와,1
직접투자를,1
전문회사,1
확보하기도,1
도입하기,1
목표점에,1
결합할,1
적용된,1
블린사이토는,1
면역세포와,1
암세포에,2
면역세포가,1
다가갈,1
헴리브라는,1
혈액응고인자,1
끌어당겨,1
출혈을,1
멈추게,1
대표셀트리온은,1
정맥주사로,1
캡슐로,1
연구도,1
캡슐이,1
소장에서,1
분해되면,1
숨어,1
미세한,1
바늘이,1
나타나,1
소장,1
혈관에,1
전달되는,1
원리다,1
제공하고,1
개발판매에,1
가진다셀트리온은,1
개시를,2
발굴에,1
특화된,1
임상시험수탁기관과,1
극대화에,1
심혈을,1
조억원,1
억원을,1
렘시마는,1
개국에서,1
받았으며,1
림프종,1
개국,1
개국에서,1
억원에,1
두드러진다,1
렘시마의,1
였다,1
오스트리아,1
아일랜드에서,1
,1
,1
를,1
렘시마를,1
미국도,1
공략하고,1
렘시마와,1
가량을,1
렘시마를,1
내놓을,1
바이오시밀러이고,1
결정,1
검토했다고,1
뛰어들었다는,1
확정은,1
밝혔다일,1
전자공시시스템에,1
것이다며,1
추후,1
재공시하겠다고,1
개발회사로,1
변신하고,1
달성하고,3
본격화해,1
다지기에,1
전경과,1
변신,1
내실과,1
성장이다,1
플랫폼과,1
선도하겠다는,1
포부다셀트리온은,1
덕분이다셀트리온은,1
이어가기,1
개척을,1
목표한다,1
,2
,2
허쥬마가,1
,1
바이오시밀러,1
바이오시밀러,1
바이오시밀러,1
바이오시밀러,1
것이다신약,1
수원지법,1
안양지원,1
제기,1
소송두고,1
이유,1
신청,1
공방,1
중휴마시스,1
무리한,1
일방적,1
해지,1
납기,1
어겨,1
피해,1
법원이,1
휴마시스를,3
억원,1
부동산가압류,3
들어줬다,1
휴마시스는,4
수원지방법원,1
안양지원이,1
억원,1
부동산에,1
가압류,3
판결을,1
내렸다고,1
자기자본의,1
에,1
억원,2
소유권,1
청구권,2
있으므로,1
담보로,1
공탁보증보험증권을,1
제출받고,1
결정한다고,1
소송전을,1
신속진단키트,1
상용화,1
공동연구,1
제품공급,1
계약,1
전문가용,1
신속진단키트와,1
개인용,1
신속진단키트,1
미국법인을,1
납품하기,1
시작했지만,1
해지를,2
불이,1
붙었다,1
계약규모,1
억원,1
억원만,1
이행된,1
부당하고,1
요구를,1
일방적으로,1
통보했다고,1
주장했고,1
휴마시스가,2
경부터,1
납기를,1
어겼고,1
사과까지,1
받았었다고,1
갈등은,1
억원,1
손해배상,2
소송과,1
소유권이전,1
소송을,1
억,1
사진제공셀트리온헬스케어경영,1
인수합병에,1
신성장동력을,1
오너가,1
박스터인터내셔널,1
의,1
사업부바이오파마솔루션,1
사업부문를,1
인정한,1
조억원에,1
인수가,2
확정될,4
기록된다박스터는,1
위해서라고,1
설명했다셀트리온이,1
사업부문을,1
인수하면,2
물류,1
효율성,1
원료의약품을,1
박스터가,2
구조다,2
참여는,1
주목받는다,1
높다실제,1
머니투데이와,1
오너만이,1
의사결정이다,1
붙게,1
참여도,1
산물이라,1
서둘러,1
확보해야,1
치열해지고,1
둔화했다무엇보다,1
끌어올려야,1
더구나,1
시기다,1
인수로,1
공략하기,1
발굴이나,1
밸류에이션이,1
환경도,1
지금이,2
싸게,3
시기라,1
살필,1
유동자산은,1
이상이다앞서,1
권해순,6
결정이라며,1
평가했다또,1
경기,1
지금이야말로,1
진행돼야,1
분석했다셀트리온,1
박스터,1
참여와,1
바이오,3
랩허브,2
앵커기업으로,4
눈길삼성,1
,2
세대로,1
조원대,1
일궈이데일리,1
송도에서,4
세대,2
바이오벤처로서,1
스타트업을,4
위해서다셀트리온이,1
구축운영을,1
업무협약,1
개사와,2
대기업으로,2
랩허브,15
년간,1
억원을,1
신약개발사의,1
발굴사업화,1
권기성,5
소개하고,1
스타트업간,2
인천스타트업센터에서,1
간담회에,1
사진이데일리,2
기자권기성,1
부사장,1
회사,1
점프하려면,2
신약개발해야셀트리온은,1
스타트업과,6
오픈이노베이션에,1
업체에서,1
행사에서도,1
다짐했다권기성,1
인천스타트업파크에서,2
결국,1
신약개발해야,1
된다며,1
잘하는,1
베이스,1
이중항체에,1
마이크로바이옴도,1
중점을,1
피노바이오,3
에이비프로,1
지뉴브,1
리스큐어,1
고바이오랩,1
바이오벤처와,1
중이다권,1
바이오,2
랩허브가,1
출범하면,1
멘토링이,1
중요할,1
팀을,2
연구개발부터,1
멘토링하는,1
창구로,1
투자의,1
운용,1
펀드,1
클러스터와,3
연계된,2
투자자들도,1
구축사업에서,3
바이오,3
방향성,4
자문,4
글로벌,3
스타트업,3
우수,3
기술사업,3
계획이다권,1
셀트리온이,1
스타트업들에,1
매칭하기,1
위해,1
네트워킹,2
스타트업과,1
대기업간의,1
선순환적인,1
생태계,6
세팅에,1
말했다이영,1
중기부,1
장관은,2
스타트업들을,1
멘토링해주고,1
선배,1
후배,1
기업간의,1
모습도,2
랩허브는,1
보스턴,1
랩센트럴을,1
모방하면서,1
클러스터로,2
만들려고,1
조만간,1
보스턴과도,1
연결고리를,1
공개하겠다고,1
덧붙였다셀트리온만,1
이유는이번,1
삼성바이오로직스나,1
바이오사이언스가,1
간단하다,1
삼성,1
대기업을,1
양사와,1
창업해,1
조원대로,1
바이오벤처이기,1
돌파한,1
조원을,1
있다또한,1
인천,1
스타트업파크,1
바이오벤처를,1
지원해왔다,1
신한금융그룹과,3
실증,2
협업모델,1
연계뿐,1
진출까지,1
있다박용순,1
중소벤처기업부,4
창업정책관은,1
바이오벤처라며,1
진행해왔다고,1
설명했다삼성바이오로직스,1
바이오사이언스가,1
역할은삼성바이오로직스도,1
지능형,1
리퀴드,1
핸들러,1
,1
로봇을,1
에이블랩스의,1
실증을,1
월에는,1
인천경제자유구역청과,1
인천테크노파크가,1
참여하기도,1
했다삼성바이오로직스,1
현재까지,1
랩허브의,2
수립돼,1
추후,1
기관으로부터,1
협력사업,1
수행에,1
통하여,1
말했다바이오사이언스는,1
중심이라면,1
바이오사이언스는,2
,2
네트워킹을,1
허브,1
강조했다바이오사이언스는,1
억원을,1
설립해,1
허브를,1
연구부터,1
상업,1
생산까지,1
허브를,1
개방해,1
빌앤멜린다게이츠재단,1
전염병예방백신엽합,1
유수,1
기관들과,1
협업한,1
랩허브는,1
년부터,3
운영할,1
기자,1
창업기업,3
발굴육성,2
랩허브,1
관계자와,1
연구개발부문장,2
부사장가운데,1
이영,3
장관오른쪽,1
두번째,1
강화한다며,1
업무협약식에,1
참석했다고,1
국제캠퍼스에서,3
행사엔,1
구축기관과,1
관계기관이,1
구축사업은,2
산학연병이,2
의약바이오,2
창업기업을,2
육성하고,2
동반성장할,2
조성하는,2
참석했다셀트리온은,1
운영되는,2
수행한다는,1
계획이다또,1
인천스타트업파크에서는,1
장관,1
사와,1
자리엔,1
인천스타트업파크,1
조성사업을,1
움틀,2
포트래이,2
바이오디자인랩,2
싸이런테라퓨틱스,2
관계자도,1
확인하고,1
나누는,1
가졌다셀트리온은,1
컨소시엄을,2
신한스퀘어브릿지,2
인천을,2
바이오,2
바이오밸리,3
구축사업에도,2
참가해,2
동반성장을,2
구축사업방향성,1
지원바이오,1
앵커기업으로서,1
업무협약식,1
기념촬영,1
현장사진셀트리온셀트리온이,1
업무협약식에,1
바이오벤처와의,1
업무협약식에,1
성공적,1
출범과,1
발굴육성,1
상호협력을,1
다짐하고,1
송도를,1
조성한다는,1
공유했다셀트리온은,1
연구개발부문장과,1
진행하기도,1
기업으론,1
관계자들이,1
혁신신약,1
소부장,1
발굴하고,3
기여,1
프로그램이다,1
현지,1
목적써모피서,1
예고검토했으나,1
미확정,1
참여한다,2
원으로,1
전망이다일,1
로이터에,1
경쟁사로는,1
힐,1
롬,1
홀딩스,1
를,1
억,1
억,2
활용될,1
부채는,1
억,1
조,1
규모다앞서,1
행정명령에,1
검토하겠다고,1
해석도,2
삼형제셀트리온셀트리온헬스케어셀트리온,1
제약의,1
사정진,1
복귀,1
기대는,1
낙관적인,1
,1
만원에,1
만원에서,1
,1
,1
,1
최고가만원를,1
만원을,1
터치하며,1
최고가만원에,1
매수세다,1
억원어치,1
사들이며,1
거래일,1
행진을,1
발이고,1
에너지솔루션,1
주식도,1
억원어치,1
억원어치,1
에스엠앤터테인먼트,1
유플라이마휴미라,1
분기,1
시판이,1
거대한,1
기대한다며,1
지난해,1
해소됐다고,1
권,2
보였다며,1
시밀러,1
투자계획을,1
높아졌고,1
주가에도,1
작용했다고,2
삼형제에,1
낙관적으로,1
만원,1
만원으로,1
,1
,1
이어지면서,1
김태희,1
선언일,1
쏟아져주일,1
올,1
조,1
억,1
전망셀트리온,1
만원,1
한경그분이,1
오신다바이오,1
대표주자,1
형제로,1
확정하면,1
가중되면서,2
극복과,7
재정비를,8
요청한,2
전해지자,1
즉각,1
실험체,1
쏟아져증권사도,1
쏟아냈다,1
일까지,1
유진투자증권은,1
기대한다며,1
경기,1
시기라고,1
모달리티,1
송도동에,1
제공한국투자증권은,1
억원전년,1
,2
하락,1
억원전년,1
,1
하락으로,1
추정치를,1
밑돌았다고,1
부진은,1
발생과,1
억원이,2
결과라며,1
유플라이마자가면역질환치료제가,1
출시되는,1
조억원,1
억원으로,1
의약품연간,1
조원인,1
만료로,1
신제품이다,1
만,2
조원이,1
예상된다투자증권은,1
내리막길을,2
영향이라고,1
완제,1
제조소,1
지적,1
발견돼,1
늦어졌으나,1
시정,2
,1
,2
,1
등급으로,1
확인됐다고,1
요구하지,1
출시일에,1
만원이다,1
주간,2
,2
급등증권사의,1
,1
상승일,1
대비했다,1
,1
거래일간,1
만주,1
,1
,1
뛰었다,1
형제,2
뉴스가,1
호재와,1
반응해,1
램시마,1
사측,1
,1
중,1
기록했다며,1
속도라고,1
새로운,1
갖춰나갈,1
항체약물접합체,1
가속화하겠다고,1
있다셀트리온,1
질문엔,1
아꼈다,1
결정월,1
완료해,1
증권업계,1
근접한,1
같다며,1
차전지,1
로봇,1
챗,1
붙었던,1
완화되면,1
코스닥시장,1
축을,1
제약바이오에도,1
조언했다,1
만,1
개미와,1
달리겠습니다,1
계좌가,1
빨간불이,1
그날까지,1
재미있는,2
쓰겠습니다,1
페이지서,1
윤현주,1
구독과,1
응원을,1
눌러,1
주시면,1
놓치지,1
받아보실,1
중소형주도,1
상승세알테오젠,1
,2
,1
삼성바이오로직스가,1
짓는다는,1
셀트리온그룹의,1
바이오제약주에,1
훈풍이,1
불고,1
있다일,1
시분,1
,1
원이다,1
,1
,1
바이오사이언스,1
,1
바이오팜,1
,1
,1
중이다올해,1
저조했다,1
개,1
헬스케어는,1
에,1
불과해,1
밑에서,1
나빴다,1
저가매수세가,1
유입됐다는,1
심리를,1
우호적으로,1
환기시키는,1
재료가,1
공장을,1
신설한다는,1
일로,1
셀트리온그룹사의,1
제약바이오주에,1
투심에,1
지폈다는,1
설명이,1
나온다대형주,1
띠면서,1
중소형주로도,1
유입됐다,1
레고켐바이오,1
,1
에이비엘바이오,1
,1
알테오젠,1
시,1
총회를,1
확정하게,1
이끌게,2
정체됐다는,1
평이,1
지배적이다,2
떠나면서,1
만원대에서,1
만원대로,2
들일,1
성장했지만,1
체질,1
변화에도,1
경영복귀램시마,1
대박,1
준비미국서,1
주력안재광,1
이분,1
논쟁적인,1
사람은,1
별로,1
부자,1
위,1
들을,1
샐러리맨,1
불리는데,1
앞선다,1
부풀렸다,1
심지어,1
사기꾼이라고,1
사람까지,1
있어요,7
누군지,1
아시겠나요,1
회장입니다,1
테슬라의,1
일론,2
머스크가,1
온갖,1
기행으로,1
화제를,1
몰고,1
다니는데,1
뒤질,1
없습니다테슬라와,1
머스크를,1
종교처럼,1
